,Price Date,District Name,Market Name,Commodity,Variety,Grade,Modal Price (Rs./Quintal)
49,05 Oct 2020,Nadia,Chakdah,Onion,Other,FAQ,4400.0
50,04 Oct 2020,Nadia,Chakdah,Onion,Other,FAQ,4400.0
51,03 Oct 2020,Nadia,Chakdah,Onion,Other,FAQ,4400.0
52,06 Oct 2020,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,FAQ,4100.0
53,05 Oct 2020,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,FAQ,4100.0
54,04 Oct 2020,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,FAQ,4100.0
55,03 Oct 2020,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Onion,Red,FAQ,4500.0
56,05 Oct 2020,Coochbehar,Dinhata,Onion,Onion,FAQ,3550.0
57,04 Oct 2020,Coochbehar,Dinhata,Onion,Onion,FAQ,3600.0
58,03 Oct 2020,Coochbehar,Dinhata,Onion,Onion,FAQ,3500.0
59,06 Oct 2020,Burdwan,Durgapur,Onion,Other,FAQ,3400.0
60,05 Oct 2020,Burdwan,Durgapur,Onion,Other,FAQ,3500.0
61,04 Oct 2020,Burdwan,Durgapur,Onion,Other,FAQ,2800.0
62,03 Oct 2020,Burdwan,Durgapur,Onion,Other,FAQ,3600.0
63,05 Oct 2020,Medinipur(E),Egra/contai,Onion,Onion,FAQ,3200.0
64,04 Oct 2020,Medinipur(E),Egra/contai,Onion,Onion,FAQ,3200.0
65,05 Oct 2020,Malda,English Bazar,Onion,Other,FAQ,3300.0
66,04 Oct 2020,Malda,English Bazar,Onion,Other,FAQ,3300.0
67,03 Oct 2020,Malda,English Bazar,Onion,Other,FAQ,3300.0
68,05 Oct 2020,Malda,Gajol,Onion,Other,FAQ,3200.0
69,04 Oct 2020,Malda,Gajol,Onion,Other,FAQ,3200.0
70,03 Oct 2020,Malda,Gajol,Onion,Other,FAQ,3200.0
71,06 Oct 2020,North 24 Parganas,Habra,Onion,Other,FAQ,4000.0
72,05 Oct 2020,North 24 Parganas,Habra,Onion,Other,FAQ,4250.0
73,04 Oct 2020,North 24 Parganas,Habra,Onion,Other,FAQ,4250.0
74,03 Oct 2020,North 24 Parganas,Habra,Onion,Other,FAQ,4200.0
75,06 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Onion,Other,FAQ,3900.0
76,05 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Onion,Other,FAQ,3900.0
77,04 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Onion,Other,FAQ,3900.0
78,03 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Onion,Other,FAQ,3800.0
79,06 Oct 2020,Murshidabad,Jangipur,Onion,Red,FAQ,4095.0
80,05 Oct 2020,Murshidabad,Jangipur,Onion,Red,FAQ,4170.0
81,04 Oct 2020,Murshidabad,Jangipur,Onion,Red,FAQ,4175.0
82,03 Oct 2020,Murshidabad,Jangipur,Onion,Red,FAQ,4230.0
83,05 Oct 2020,Nadia,Kalyani,Onion,Onion,FAQ,4400.0
84,03 Oct 2020,Nadia,Kalyani,Onion,Onion,FAQ,4300.0
85,05 Oct 2020,Puruliya,Kasipur,Onion,Other,FAQ,3600.0
86,04 Oct 2020,Puruliya,Kasipur,Onion,Other,FAQ,3700.0
87,03 Oct 2020,Puruliya,Kasipur,Onion,Other,FAQ,3700.0
88,05 Oct 2020,Medinipur(W),Medinipur(West),Onion,Nasik,FAQ,4300.0
89,05 Oct 2020,Coochbehar,Mekhliganj,Onion,Other,FAQ,3600.0
90,04 Oct 2020,Coochbehar,Mekhliganj,Onion,Other,FAQ,3600.0
91,03 Oct 2020,Coochbehar,Mekhliganj,Onion,Other,FAQ,3500.0
92,06 Oct 2020,Jalpaiguri,Moynaguri,Onion,Other,FAQ,3900.0
93,05 Oct 2020,Jalpaiguri,Moynaguri,Onion,Other,FAQ,3900.0
94,04 Oct 2020,Jalpaiguri,Moynaguri,Onion,Other,FAQ,3900.0
95,03 Oct 2020,Jalpaiguri,Moynaguri,Onion,Other,FAQ,3800.0
96,06 Oct 2020,Nadia,Nadia,Onion,Nasik,FAQ,4350.0
97,05 Oct 2020,Nadia,Nadia,Onion,Nasik,FAQ,4200.0
98,03 Oct 2020,Nadia,Nadia,Onion,Nasik,FAQ,4350.0
99,05 Oct 2020,Puruliya,Purulia,Onion,Other,FAQ,3600.0
100,06 Oct 2020,Howrah,Ramkrishanpur(Howrah),Onion,Other,FAQ,4000.0
101,05 Oct 2020,Howrah,Ramkrishanpur(Howrah),Onion,Other,FAQ,4500.0
102,04 Oct 2020,Howrah,Ramkrishanpur(Howrah),Onion,Other,FAQ,4600.0
103,03 Oct 2020,Howrah,Ramkrishanpur(Howrah),Onion,Other,FAQ,4500.0
104,06 Oct 2020,Birbhum,Rampurhat,Onion,Nasik,FAQ,3800.0
105,05 Oct 2020,Birbhum,Rampurhat,Onion,Nasik,FAQ,3800.0
106,04 Oct 2020,Birbhum,Rampurhat,Onion,Nasik,FAQ,3800.0
107,03 Oct 2020,Birbhum,Rampurhat,Onion,Nasik,FAQ,3800.0
108,05 Oct 2020,Nadia,Ranaghat,Onion,Other,FAQ,4300.0
109,04 Oct 2020,Nadia,Ranaghat,Onion,Other,FAQ,4300.0
110,03 Oct 2020,Nadia,Ranaghat,Onion,Other,FAQ,4300.0
111,06 Oct 2020,Birbhum,Sainthia,Onion,Nasik,FAQ,3600.0
112,05 Oct 2020,Birbhum,Sainthia,Onion,Nasik,FAQ,3600.0
113,04 Oct 2020,Birbhum,Sainthia,Onion,Nasik,FAQ,3600.0
114,03 Oct 2020,Birbhum,Sainthia,Onion,Nasik,FAQ,3600.0
115,05 Oct 2020,Malda,Samsi,Onion,Onion,FAQ,3200.0
116,04 Oct 2020,Malda,Samsi,Onion,Onion,FAQ,3200.0
117,03 Oct 2020,Malda,Samsi,Onion,Onion,FAQ,3200.0
118,05 Oct 2020,Hooghly,Sheoraphuly,Onion,Nasik,FAQ,3700.0
119,04 Oct 2020,Hooghly,Sheoraphuly,Onion,Nasik,FAQ,3800.0
120,03 Oct 2020,Hooghly,Sheoraphuly,Onion,Nasik,FAQ,3400.0
121,06 Oct 2020,Medinipur(E),Tamluk (Medinipur E),Onion,Other,FAQ,3800.0
122,05 Oct 2020,Medinipur(E),Tamluk (Medinipur E),Onion,Other,FAQ,3800.0
123,04 Oct 2020,Medinipur(E),Tamluk (Medinipur E),Onion,Other,FAQ,3800.0
124,03 Oct 2020,Medinipur(E),Tamluk (Medinipur E),Onion,Other,FAQ,3600.0
125,06 Oct 2020,Howrah,Uluberia,Onion,Other,FAQ,4000.0
126,05 Oct 2020,Howrah,Uluberia,Onion,Other,FAQ,4000.0
127,04 Oct 2020,Howrah,Uluberia,Onion,Other,FAQ,4000.0
128,04 Oct 2020,Jalpaiguri,Alipurduar,Potato,Jyoti,FAQ,2900.0
129,03 Oct 2020,Jalpaiguri,Alipurduar,Potato,Jyoti,FAQ,2900.0
130,06 Oct 2020,Burdwan,Asansol,Potato,Jyoti,FAQ,2700.0
131,05 Oct 2020,Burdwan,Asansol,Potato,Jyoti,FAQ,2760.0
132,04 Oct 2020,Burdwan,Asansol,Potato,Jyoti,FAQ,2700.0
133,03 Oct 2020,Burdwan,Asansol,Potato,Jyoti,FAQ,2700.0
134,05 Oct 2020,Puruliya,Balarampur,Potato,Other,FAQ,2790.0
135,04 Oct 2020,Puruliya,Balarampur,Potato,Other,FAQ,2790.0
136,03 Oct 2020,Puruliya,Balarampur,Potato,Other,FAQ,2750.0
137,06 Oct 2020,Bankura,Bankura Sadar,Potato,Jyoti,FAQ,2700.0
138,05 Oct 2020,Bankura,Bankura Sadar,Potato,Jyoti,FAQ,2700.0
139,05 Oct 2020,Kolkata,Bara Bazar (Posta Bazar),Potato,Jyoti,FAQ,2700.0
140,03 Oct 2020,Kolkata,Bara Bazar (Posta Bazar),Potato,Jyoti,FAQ,2840.0
141,06 Oct 2020,North 24 Parganas,Barasat,Potato,Other,FAQ,2840.0
142,05 Oct 2020,North 24 Parganas,Barasat,Potato,Other,FAQ,2840.0
143,04 Oct 2020,North 24 Parganas,Barasat,Potato,Other,FAQ,2850.0
144,03 Oct 2020,North 24 Parganas,Barasat,Potato,Other,FAQ,2840.0
145,03 Oct 2020,Sounth 24 Parganas,Baruipur(Canning),Potato,Jyoti,FAQ,2940.0
146,06 Oct 2020,Coochbehar,Baxirhat,Potato,Jyoti,FAQ,2850.0
147,05 Oct 2020,Coochbehar,Baxirhat,Potato,Jyoti,FAQ,2850.0
148,04 Oct 2020,Coochbehar,Baxirhat,Potato,Jyoti,FAQ,2850.0
149,03 Oct 2020,Coochbehar,Baxirhat,Potato,Jyoti,FAQ,2850.0
150,06 Oct 2020,Jalpaiguri,Belacoba,Potato,Jyoti,FAQ,2900.0
151,05 Oct 2020,Jalpaiguri,Belacoba,Potato,Jyoti,FAQ,3000.0
152,04 Oct 2020,Jalpaiguri,Belacoba,Potato,Jyoti,FAQ,3000.0
153,03 Oct 2020,Jalpaiguri,Belacoba,Potato,Jyoti,FAQ,3000.0
154,06 Oct 2020,Murshidabad,Beldanga,Potato,Jyoti,FAQ,2880.0
155,05 Oct 2020,Murshidabad,Beldanga,Potato,Jyoti,FAQ,2880.0
156,04 Oct 2020,Murshidabad,Beldanga,Potato,Jyoti,FAQ,2880.0
157,03 Oct 2020,Murshidabad,Beldanga,Potato,Jyoti,FAQ,2900.0
158,05 Oct 2020,Birbhum,Birbhum,Potato,Jyoti,FAQ,2710.0
159,04 Oct 2020,Birbhum,Birbhum,Potato,Jyoti,FAQ,2710.0
160,03 Oct 2020,Birbhum,Birbhum,Potato,Jyoti,FAQ,2710.0
161,06 Oct 2020,Bankura,Bishnupur(Bankura),Potato,Jyoti,FAQ,2700.0
162,05 Oct 2020,Bankura,Bishnupur(Bankura),Potato,Jyoti,FAQ,2700.0
163,04 Oct 2020,Bankura,Bishnupur(Bankura),Potato,Jyoti,FAQ,2700.0
164,03 Oct 2020,Bankura,Bishnupur(Bankura),Potato,Jyoti,FAQ,2700.0
165,05 Oct 2020,Birbhum,Bolpur,Potato,Jyoti,FAQ,2720.0
166,04 Oct 2020,Birbhum,Bolpur,Potato,Jyoti,FAQ,2750.0
167,03 Oct 2020,Birbhum,Bolpur,Potato,Jyoti,FAQ,2750.0
168,05 Oct 2020,Burdwan,Burdwan,Potato,Jyoti,FAQ,2820.0
169,03 Oct 2020,Burdwan,Burdwan,Potato,Jyoti,FAQ,2820.0
170,05 Oct 2020,Nadia,Chakdah,Potato,Jyoti,FAQ,2850.0
171,04 Oct 2020,Nadia,Chakdah,Potato,Jyoti,FAQ,2850.0
172,03 Oct 2020,Nadia,Chakdah,Potato,Jyoti,FAQ,2860.0
173,06 Oct 2020,Hooghly,Champadanga,Potato,Jyoti,FAQ,2780.0
174,05 Oct 2020,Hooghly,Champadanga,Potato,Jyoti,FAQ,2780.0
175,04 Oct 2020,Hooghly,Champadanga,Potato,Jyoti,FAQ,2780.0
176,03 Oct 2020,Hooghly,Champadanga,Potato,Jyoti,FAQ,2780.0
177,05 Oct 2020,Coochbehar,Coochbehar,Potato,Jyoti,FAQ,2850.0
178,04 Oct 2020,Coochbehar,Coochbehar,Potato,Jyoti,FAQ,2850.0
179,03 Oct 2020,Coochbehar,Coochbehar,Potato,Jyoti,FAQ,2850.0
180,06 Oct 2020,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Potato,Jyoti,FAQ,2890.0
181,05 Oct 2020,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Potato,Jyoti,FAQ,2900.0
182,04 Oct 2020,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Potato,Jyoti,FAQ,2900.0
183,03 Oct 2020,Sounth 24 Parganas,Diamond Harbour(South 24-pgs),Potato,Jyoti,FAQ,2950.0
184,05 Oct 2020,Coochbehar,Dinhata,Potato,Jyoti,FAQ,2850.0
185,04 Oct 2020,Coochbehar,Dinhata,Potato,Jyoti,FAQ,2850.0
186,03 Oct 2020,Coochbehar,Dinhata,Potato,Jyoti,FAQ,2850.0
187,06 Oct 2020,Burdwan,Durgapur,Potato,Jyoti,FAQ,2700.0
188,06 Oct 2020,Burdwan,Durgapur,Potato,Other,FAQ,2600.0
189,05 Oct 2020,Burdwan,Durgapur,Potato,Jyoti,FAQ,2700.0
190,05 Oct 2020,Burdwan,Durgapur,Potato,Other,FAQ,2600.0
191,04 Oct 2020,Burdwan,Durgapur,Potato,Jyoti,FAQ,2760.0
192,04 Oct 2020,Burdwan,Durgapur,Potato,Other,FAQ,2620.0
193,03 Oct 2020,Burdwan,Durgapur,Potato,Jyoti,FAQ,2760.0
194,03 Oct 2020,Burdwan,Durgapur,Potato,Other,FAQ,2600.0
195,05 Oct 2020,Malda,English Bazar,Potato,Jyoti,FAQ,2920.0
196,04 Oct 2020,Malda,English Bazar,Potato,Jyoti,FAQ,2940.0
197,03 Oct 2020,Malda,English Bazar,Potato,Jyoti,FAQ,2940.0
198,05 Oct 2020,Malda,Gajol,Potato,Jyoti,FAQ,2900.0
199,05 Oct 2020,Malda,Gajol,Potato,Local,FAQ,2700.0
200,04 Oct 2020,Malda,Gajol,Potato,Jyoti,FAQ,2900.0
201,04 Oct 2020,Malda,Gajol,Potato,Local,FAQ,2700.0
202,03 Oct 2020,Malda,Gajol,Potato,Jyoti,FAQ,2920.0
203,03 Oct 2020,Malda,Gajol,Potato,Local,FAQ,2700.0
204,06 Oct 2020,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Potato,Local,FAQ,2780.0
205,05 Oct 2020,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Potato,Local,FAQ,2780.0
206,04 Oct 2020,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Potato,Local,FAQ,2780.0
207,03 Oct 2020,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Potato,Local,FAQ,2780.0
208,05 Oct 2020,Medinipur(W),Garbeta(Medinipur),Potato,Jyoti,FAQ,2670.0
209,06 Oct 2020,North 24 Parganas,Habra,Potato,Other,FAQ,2840.0
210,05 Oct 2020,North 24 Parganas,Habra,Potato,Other,FAQ,2840.0
211,04 Oct 2020,North 24 Parganas,Habra,Potato,Other,FAQ,2840.0
212,03 Oct 2020,North 24 Parganas,Habra,Potato,Other,FAQ,2840.0
213,05 Oct 2020,Coochbehar,Haldibari,Potato,Jyoti,FAQ,2850.0
214,04 Oct 2020,Coochbehar,Haldibari,Potato,Jyoti,FAQ,2850.0
215,03 Oct 2020,Coochbehar,Haldibari,Potato,Jyoti,FAQ,2850.0
216,06 Oct 2020,Bankura,Indus(Bankura Sadar),Potato,Jyoti,FAQ,2700.0
217,05 Oct 2020,Bankura,Indus(Bankura Sadar),Potato,Jyoti,FAQ,2700.0
218,06 Oct 2020,Uttar Dinajpur,Islampur,Potato,Jyoti,FAQ,2850.0
219,05 Oct 2020,Uttar Dinajpur,Islampur,Potato,Jyoti,FAQ,2850.0
220,04 Oct 2020,Uttar Dinajpur,Islampur,Potato,Jyoti,FAQ,2900.0
221,03 Oct 2020,Uttar Dinajpur,Islampur,Potato,Jyoti,FAQ,2850.0
222,06 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Potato,Jyoti,FAQ,3000.0
223,05 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Potato,Jyoti,FAQ,3000.0
224,04 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Potato,Jyoti,FAQ,3000.0
225,03 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Potato,Jyoti,FAQ,3000.0
226,06 Oct 2020,Murshidabad,Jangipur,Potato,Jyoti,FAQ,2795.0
227,05 Oct 2020,Murshidabad,Jangipur,Potato,Jyoti,FAQ,2790.0
228,04 Oct 2020,Murshidabad,Jangipur,Potato,Jyoti,FAQ,2790.0
229,03 Oct 2020,Murshidabad,Jangipur,Potato,Jyoti,FAQ,2820.0
230,05 Oct 2020,Medinipur(W),Jhargram,Potato,Jyoti,FAQ,2800.0
231,03 Oct 2020,Medinipur(W),Jhargram,Potato,Jyoti,FAQ,2900.0
232,06 Oct 2020,Murshidabad,Jiaganj,Potato,Jyoti,FAQ,2650.0
233,05 Oct 2020,Murshidabad,Jiaganj,Potato,Jyoti,FAQ,2650.0
234,04 Oct 2020,Murshidabad,Jiaganj,Potato,Jyoti,FAQ,2650.0
235,06 Oct 2020,Hooghly,Kalipur,Potato,Jyoti,FAQ,2720.0
236,05 Oct 2020,Hooghly,Kalipur,Potato,Jyoti,FAQ,2720.0
237,04 Oct 2020,Hooghly,Kalipur,Potato,Jyoti,FAQ,2720.0
238,03 Oct 2020,Hooghly,Kalipur,Potato,Jyoti,FAQ,2720.0
239,06 Oct 2020,Burdwan,Kalna,Potato,Jyoti,FAQ,2770.0
240,05 Oct 2020,Burdwan,Kalna,Potato,Jyoti,FAQ,2780.0
241,03 Oct 2020,Burdwan,Kalna,Potato,Jyoti,FAQ,2780.0
242,05 Oct 2020,Nadia,Kalyani,Potato,Jyoti,FAQ,2870.0
243,03 Oct 2020,Nadia,Kalyani,Potato,Jyoti,FAQ,2850.0
244,06 Oct 2020,Murshidabad,Kandi,Potato,Jyoti,FAQ,2750.0
245,05 Oct 2020,Murshidabad,Kandi,Potato,Jyoti,FAQ,2750.0
246,04 Oct 2020,Murshidabad,Kandi,Potato,Jyoti,FAQ,2800.0
247,05 Oct 2020,Puruliya,Kasipur,Potato,Jyoti,FAQ,2670.0
248,04 Oct 2020,Puruliya,Kasipur,Potato,Jyoti,FAQ,2680.0
249,03 Oct 2020,Puruliya,Kasipur,Potato,Jyoti,FAQ,2680.0
250,06 Oct 2020,Bankura,Khatra,Potato,Jyoti,FAQ,2700.0
251,05 Oct 2020,Bankura,Khatra,Potato,Jyoti,FAQ,2700.0
252,04 Oct 2020,Bankura,Khatra,Potato,Jyoti,FAQ,2700.0
253,03 Oct 2020,Bankura,Khatra,Potato,Jyoti,FAQ,2700.0
254,06 Oct 2020,Medinipur(E),Kolaghat,Potato,Jyoti,FAQ,2900.0
255,05 Oct 2020,Medinipur(E),Kolaghat,Potato,Jyoti,FAQ,2900.0
256,04 Oct 2020,Medinipur(E),Kolaghat,Potato,Jyoti,FAQ,2900.0
257,03 Oct 2020,Medinipur(E),Kolaghat,Potato,Jyoti,FAQ,2900.0
258,06 Oct 2020,Coochbehar,Mathabhanga,Potato,Jyoti,FAQ,2900.0
259,05 Oct 2020,Coochbehar,Mathabhanga,Potato,Jyoti,FAQ,2900.0
260,04 Oct 2020,Coochbehar,Mathabhanga,Potato,Jyoti,FAQ,2900.0
261,03 Oct 2020,Coochbehar,Mathabhanga,Potato,Jyoti,FAQ,2900.0
262,05 Oct 2020,Medinipur(W),Medinipur(West),Potato,Jyoti,FAQ,2670.0
263,05 Oct 2020,Coochbehar,Mekhliganj,Potato,Jyoti,FAQ,2850.0
264,04 Oct 2020,Coochbehar,Mekhliganj,Potato,Jyoti,FAQ,2800.0
265,03 Oct 2020,Coochbehar,Mekhliganj,Potato,Jyoti,FAQ,2800.0
266,06 Oct 2020,Jalpaiguri,Moynaguri,Potato,Jyoti,FAQ,2900.0
267,05 Oct 2020,Jalpaiguri,Moynaguri,Potato,Jyoti,FAQ,3000.0
268,04 Oct 2020,Jalpaiguri,Moynaguri,Potato,Jyoti,FAQ,3000.0
269,03 Oct 2020,Jalpaiguri,Moynaguri,Potato,Jyoti,FAQ,3000.0
270,06 Oct 2020,Nadia,Nadia,Potato,Other,FAQ,2850.0
271,05 Oct 2020,Nadia,Nadia,Potato,Other,FAQ,2870.0
272,03 Oct 2020,Nadia,Nadia,Potato,Other,FAQ,2860.0
273,06 Oct 2020,Hooghly,Pandua,Potato,Other,FAQ,2680.0
274,05 Oct 2020,Hooghly,Pandua,Potato,Other,FAQ,2680.0
275,04 Oct 2020,Hooghly,Pandua,Potato,Other,FAQ,2680.0
276,03 Oct 2020,Hooghly,Pandua,Potato,Other,FAQ,2680.0
277,05 Oct 2020,Coochbehar,Pundibari,Potato,Jyoti,FAQ,2850.0
278,04 Oct 2020,Coochbehar,Pundibari,Potato,Jyoti,FAQ,2850.0
279,03 Oct 2020,Coochbehar,Pundibari,Potato,Jyoti,FAQ,2800.0
280,05 Oct 2020,Puruliya,Purulia,Potato,Jyoti,FAQ,2680.0
281,06 Oct 2020,Howrah,Ramkrishanpur(Howrah),Potato,Jyoti,FAQ,2860.0
282,05 Oct 2020,Howrah,Ramkrishanpur(Howrah),Potato,Jyoti,FAQ,2860.0
283,04 Oct 2020,Howrah,Ramkrishanpur(Howrah),Potato,Jyoti,FAQ,2860.0
284,03 Oct 2020,Howrah,Ramkrishanpur(Howrah),Potato,Jyoti,FAQ,2860.0
285,06 Oct 2020,Birbhum,Rampurhat,Potato,Jyoti,FAQ,2710.0
286,05 Oct 2020,Birbhum,Rampurhat,Potato,Jyoti,FAQ,2700.0
287,04 Oct 2020,Birbhum,Rampurhat,Potato,Jyoti,FAQ,2700.0
288,03 Oct 2020,Birbhum,Rampurhat,Potato,Jyoti,FAQ,2700.0
289,05 Oct 2020,Nadia,Ranaghat,Potato,Jyoti,FAQ,2920.0
290,04 Oct 2020,Nadia,Ranaghat,Potato,Jyoti,FAQ,2920.0
291,03 Oct 2020,Nadia,Ranaghat,Potato,Jyoti,FAQ,2920.0
292,06 Oct 2020,Birbhum,Sainthia,Potato,Jyoti,FAQ,2700.0
293,05 Oct 2020,Birbhum,Sainthia,Potato,Jyoti,FAQ,2700.0
294,04 Oct 2020,Birbhum,Sainthia,Potato,Jyoti,FAQ,2700.0
295,03 Oct 2020,Birbhum,Sainthia,Potato,Jyoti,FAQ,2700.0
296,05 Oct 2020,Malda,Samsi,Potato,Jyoti,FAQ,3150.0
297,05 Oct 2020,Malda,Samsi,Potato,Local,FAQ,2750.0
298,04 Oct 2020,Malda,Samsi,Potato,Jyoti,FAQ,3150.0
299,04 Oct 2020,Malda,Samsi,Potato,Local,FAQ,2700.0
300,03 Oct 2020,Malda,Samsi,Potato,Jyoti,FAQ,3150.0
301,03 Oct 2020,Malda,Samsi,Potato,Local,FAQ,2700.0
302,05 Oct 2020,Hooghly,Sheoraphuly,Potato,Jyoti,FAQ,2800.0
303,04 Oct 2020,Hooghly,Sheoraphuly,Potato,Jyoti,FAQ,2800.0
304,03 Oct 2020,Hooghly,Sheoraphuly,Potato,Jyoti,FAQ,2810.0
305,06 Oct 2020,Medinipur(E),Tamluk (Medinipur E),Potato,Jyoti,FAQ,2900.0
306,05 Oct 2020,Medinipur(E),Tamluk (Medinipur E),Potato,Jyoti,FAQ,2900.0
307,04 Oct 2020,Medinipur(E),Tamluk (Medinipur E),Potato,Jyoti,FAQ,2900.0
308,03 Oct 2020,Medinipur(E),Tamluk (Medinipur E),Potato,Jyoti,FAQ,2900.0
309,05 Oct 2020,Coochbehar,Toofanganj,Potato,Jyoti,FAQ,2850.0
310,04 Oct 2020,Coochbehar,Toofanganj,Potato,Jyoti,FAQ,2850.0
311,03 Oct 2020,Coochbehar,Toofanganj,Potato,Jyoti,FAQ,2850.0
312,06 Oct 2020,Howrah,Uluberia,Potato,Jyoti,FAQ,2840.0
313,05 Oct 2020,Howrah,Uluberia,Potato,Jyoti,FAQ,2840.0
314,04 Oct 2020,Howrah,Uluberia,Potato,Jyoti,FAQ,2840.0
